position,GK
minutes,-0.2662
passes_completed,-0.5059
passes,-0.4746
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.6763
passes_short,-0.7141
passes_completed_medium,-0.4861
passes_medium,-0.5504
passes_completed_long,0.0429
passes_long,0.2481
passes_total_distance,-0.3115
passes_free_kicks,0.5092
through_balls,-0.5
passes_pressure,-0.6648
passes_switches,-0.6529
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.797
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.7162
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7163
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.6949
assisted_shots,-0.6747
fouled,-0.7961
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8715
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9067
pressure_regains,-0.9168
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.5712
pens_conceded,2.0027
fouls,-0.8646
cards_yellow_red,-0.3235
