position,FW,RM
minutes,1608.0
passes_completed,196.0
passes,332.0
dribbles_completed,14.0
dribbles,39.0
passes_completed_short,121.0
passes_short,185.0
passes_completed_medium,52.0
passes_medium,99.0
passes_completed_long,12.0
passes_long,23.0
passes_total_distance,2642.0
passes_free_kicks,0.0
through_balls,2.0
passes_pressure,109.0
passes_switches,1.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,12.0
passes_blocked,10.0
dispossessed,42.0
goals,4.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,45.0
shots_on_target,19.0
sca,26.0
gca,1.0
xg,5.0
crosses_into_penalty_area,3.0
passes_into_final_third,14.0
passes_into_penalty_area,8.0
progressive_passes,19.0
carry_progressive_distance,848.0
assisted_shots,13.0
fouled,12.0
pens_won,0.0
tackles,11.0
interceptions,7.0
blocks,10.0
tackles_won,7.0
dribble_tackles,3.0
dribbles_vs,9.0
pressures,251.0
pressure_regains,68.0
clearances,29.0
errors,0.0
aerials_won,83.0
aerials_lost,85.0
ball_recoveries,53.0
pens_conceded,0.0
fouls,34.0
cards_yellow_red,0.0
