position,RW,LW
minutes,12
passes_completed,2
passes,3
dribbles_completed,0
dribbles,0
passes_completed_short,2
passes_short,2
passes_completed_medium,0
passes_medium,0
passes_completed_long,0
passes_long,1
passes_total_distance,25
passes_free_kicks,0
through_balls,0
passes_pressure,0
passes_switches,0
crosses,0
corner_kicks,0
passes_intercepted,0
passes_blocked,0
dispossessed,0
goals,1
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,0
gca,0
xg,0.3
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,1
assisted_shots,0
fouled,0
pens_won,0
tackles,1
interceptions,1
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,0
pressures,2
pressure_regains,0
clearances,1
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,2
pens_conceded,0
fouls,0
cards_yellow_red,0
