position,GK
minutes,4092.0
passes_completed,940.0
passes,1584.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,88.0
passes_short,90.0
passes_completed_medium,417.0
passes_medium,423.0
passes_completed_long,434.0
passes_long,1068.0
passes_total_distance,33454.0
passes_free_kicks,130.0
through_balls,0.0
passes_pressure,123.0
passes_switches,37.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,6.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,8.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,32.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,2053.0
assisted_shots,1.0
fouled,7.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,4.0
pressures,6.0
pressure_regains,0.0
clearances,5.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,221.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
