position,GK
minutes,1293.0
passes_completed,305.0
passes,447.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,55.0
passes_short,56.0
passes_completed_medium,142.0
passes_medium,144.0
passes_completed_long,108.0
passes_long,247.0
passes_total_distance,9263.0
passes_free_kicks,41.0
through_balls,0.0
passes_pressure,33.0
passes_switches,6.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,0.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,3.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,642.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,6.0
pressure_regains,1.0
clearances,1.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,80.0
pens_conceded,1.0
fouls,1.0
cards_yellow_red,0.0
