position,LB
minutes,2151.0
passes_completed,804.0
passes,1120.0
dribbles_completed,40.0
dribbles,91.0
passes_completed_short,410.0
passes_short,516.0
passes_completed_medium,290.0
passes_medium,372.0
passes_completed_long,98.0
passes_long,196.0
passes_total_distance,14274.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,236.0
passes_switches,37.0
crosses,113.0
corner_kicks,2.0
passes_intercepted,22.0
passes_blocked,66.0
dispossessed,34.0
goals,0.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,25.0
shots_on_target,3.0
sca,56.0
gca,6.0
xg,0.6
crosses_into_penalty_area,30.0
passes_into_final_third,36.0
passes_into_penalty_area,37.0
progressive_passes,64.0
carry_progressive_distance,4583.0
assisted_shots,26.0
fouled,48.0
pens_won,0.0
tackles,40.0
interceptions,18.0
blocks,41.0
tackles_won,23.0
dribble_tackles,15.0
dribbles_vs,27.0
pressures,361.0
pressure_regains,107.0
clearances,17.0
errors,1.0
aerials_won,18.0
aerials_lost,18.0
ball_recoveries,241.0
pens_conceded,0.0
fouls,38.0
cards_yellow_red,0.0
